Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
empresa individual	12	24.01	empresa individual___empresas individuales	Nom Adjectif
décima de punto	8	23.9	décimas de punto	Nom Préposition Nom
nivel de capital	8	23.9	nivel de capital___niveles de capital	Nom Préposition Nom
teoría general	8	23.9	teoría general	Nom Adjectif
término de dinero	8	23.9	términos de dinero	Nom Préposition Nom
cfr	8	23.9	cfr	Nom
trabajo disponible	10	23.85	trabajo disponible___trabajo disponibles	Nom Adjectif
obligación del estado	10	23.85	obligaciones del estado	Nom Préposition Nom
literatura	30	23.74	literatura	Nom
numérico	26	23.56	numérico___numérica	Adjectif
volumen de inversión	12	23.48	volumen de inversión	Nom Préposition Nom
durable	20	23.33	durable___durables	Adjectif
igual	241	23.32	igual___iguales	Adjectif
depósito	39	23.2	depósito___depósitos	Nom
formación bruto	7	23.18	formación bruta	Nom Adjectif
semana de febrero	7	23.18	semana de febrero	Nom Préposition Nom
crédito bancario	13	23.17	crédito bancario	Nom Adjectif
economía en transición	10	23.12	economías en transición	Nom Préposition Nom
ingreso nacional	10	23.12	ingreso nacional	Nom Adjectif
capital fijo	8	22.76	capital fijo	Nom Adjectif
periodo largo	8	22.76	periodo largo___periodos largos	Nom Adjectif
orientación de mercado	8	22.76	orientación de mercado	Nom Préposition Nom
diferencia de remuneración	8	22.76	diferencia de remuneración___diferencias de remuneración	Nom Préposition Nom
demanda total	8	22.76	demanda total	Nom Adjectif
valor del producto	8	22.76	valor del producto	Nom Préposition Nom
ahorrar	58	22.73	ahorrar___ahorra___ahorrarse	Verbe
maximizan	6	22.68	maximizan	Nom
adición neto	6	22.68	adición neta	Nom Adjectif
económetras	6	22.68	económetras	Adjectif
entregables	6	22.68	entregables	Adjectif
teoría fundamental	6	22.68	teoría fundamental	Nom Adjectif
planificador central	6	22.68	planificador central	Nom Adjectif
producto interior bruto	6	22.68	producto interior bruto	Nom Adjectif Adjectif
derivamos	6	22.68	derivamos	Verbe
estado del crédito	6	22.68	estado del crédito	Nom Préposition Nom
función homogéneo	6	22.68	función homogénea	Nom Adjectif
mes del año siguiente	6	22.68	mes del año siguiente	Nom Préposition Nom Adjectif
transición dinámico	6	22.68	transición dinámica	Nom Adjectif
integración escaso y lento	6	22.68	integración escasa y lenta	Nom Adjectif Coord_Conjunction Adjectif
remuneración relativo	6	22.68	remuneración relativa	Nom Adjectif
capital líquido	6	22.68	capital líquido	Nom Adjectif
factor subjetivo	6	22.68	factores subjetivos	Nom Adjectif
monto del consumo	6	22.68	monto del consumo	Nom Préposition Nom
nuestro	6	22.68	nuestro	Verbe
françoise	6	22.68	françoise	Nom
función de felicidad	6	22.68	función de felicidad___funciones de felicidad	Nom Préposition Nom
existencia de artículo	6	22.68	existencia de artículos___existencias de artículos	Nom Préposition Nom
economista profesional	6	22.68	economistas profesionales	Nom Adjectif
profesión económico	6	22.68	profesión económica	Nom Adjectif
formación neto	6	22.68	formación neta	Nom Adjectif
capital humano medio	6	22.68	capital humano medio	Nom Adjectif Adjectif
producción de capital humano	6	22.68	producción de capital humano	Nom Préposition Nom Adjectif
capital en giro	6	22.68	capital en giro	Nom Préposition Nom
proporción constante	6	22.68	proporción constante	Nom Adjectif
negociación del contrato	6	22.68	negociación del contrato	Nom Préposition Nom
utilidad del salario	6	22.68	utilidad del salario	Nom Préposition Nom
valuación	6	22.68	valuación	Nom
fabianos	6	22.68	fabianos	Nom
intergeneracionales	6	22.68	intergeneracionales	Adjectif
categoría de integración	6	22.68	categorías de integración	Nom Préposition Nom
per cápita	6	22.68	per cápita	Nom Nom
economista inglés	6	22.68	economistas ingleses	Nom Adjectif
tasa de acumulación	6	22.68	tasa de acumulación	Nom Préposition Nom
modelo de solow	6	22.68	modelo de solow	Nom Préposition Nom
diferencial parcial	6	22.68	diferenciales parciales	Nom Adjectif
opinión medio	6	22.68	opinión media	Nom Adjectif
profesor von	6	22.68	profesor von	Nom Nom
cantidad de ocupación	6	22.68	cantidad de ocupación___cantidades de ocupación	Nom Préposition Nom
volumen de demanda efectivo	6	22.68	volumen de demanda efectiva	Nom Préposition Nom Adjectif
curva de eficiencia marginal	6	22.68	curva de eficiencia marginal___curvas de eficiencia marginal	Nom Préposition Nom Adjectif
pérdida de capital	6	22.68	pérdida de capital___pérdidas de capital	Nom Préposition Nom
utilidad sujeto	6	22.68	utilidad sujeto___utilidad sujeta	Nom Adjectif
ocupación existente	6	22.68	ocupación existente	Nom Adjectif
sraffa	6	22.68	sraffa	Nom
incorporación del progreso técnico	6	22.68	incorporación del progreso técnico	Nom Préposition Nom Adjectif
phelps	6	22.68	phelps	Nom
elasticidades	6	22.68	elasticidades	Nom
tasa de inversión extranjero	6	22.68	tasas de inversión extranjera	Nom Préposition Nom Adjectif
nuestro análisis	6	22.68	nuestro análisis	Nom Nom
teoría del equilibrio	6	22.68	teoría del equilibrio	Nom Préposition Nom
país de producción primario	6	22.68	países de producción primaria	Nom Préposition Nom Adjectif
expectativa matemático	6	22.68	expectativa matemática	Nom Adjectif
tinbergen	6	22.68	tinbergen	Verbe
unidad adicional	6	22.68	unidad adicional	Nom Adjectif
tasa de interés real	6	22.68	tasas de interés real	Nom Préposition Nom Adjectif
teoría del comportamiento	6	22.68	teoría del comportamiento	Nom Préposition Nom
nuestras	6	22.68	nuestras	Adjectif
tipo cobb-douglas	6	22.68	tipo cobb-douglas	Nom Nom
cantidad de capital humano	6	22.68	cantidad de capital humano___cantidades de capital humano	Nom Préposition Nom Adjectif
rentista	6	22.68	rentista	Adjectif
teoría del dinero	6	22.68	teoría del dinero	Nom Préposition Nom
definición de inversión	6	22.68	definición de inversión	Nom Préposition Nom
tendenciosidad ideológico	6	22.68	tendenciosidad ideológica	Nom Adjectif
fuentes	6	22.68	fuentes	Adjectif
costo de trabajo	6	22.68	costo de trabajo___costos de trabajo	Nom Préposition Nom
individuo ignorante	6	22.68	individuo ignorante___individuos ignorantes	Nom Adjectif
circulares	6	22.68	circulares	Nom
ahorro total	6	22.68	ahorro total	Nom Adjectif
afluencia de inversión extranjero	6	22.68	afluencia de inversión extranjera	Nom Préposition Nom Adjectif
inversionista profesional	6	22.68	inversionista profesional___inversionistas profesionales	Nom Adjectif
base convencional	6	22.68	bases convencionales	Nom Adjectif
factor de conversión	6	22.68	factor de conversión	Nom Préposition Nom
ausencia de externalidades	6	22.68	ausencia de externalidades	Nom Préposition Nom
fluctuación diario	6	22.68	fluctuación diaria___fluctuaciones diarias	Nom Adjectif
elasticidad de sustitución	6	22.68	elasticidad de sustitución	Nom Préposition Nom
sistema walrasiano	6	22.68	sistema walrasiano	Nom Adjectif
teoría del monopolio	6	22.68	teoría del monopolio___teorías del monopolio	Nom Préposition Nom
valor de rendimiento variable	6	22.68	valores de rendimiento variable	Nom Préposition Nom Adjectif
salario corriente	6	22.68	salario corriente	Nom Adjectif
von	6	22.68	von	Verbe
tipo de interés oficial	6	22.68	tipos de interés oficiales	Nom Préposition Nom Adjectif
optimismo espontáneo	6	22.68	optimismo espontáneo	Nom Adjectif
progreso técnico neutral	6	22.68	progreso técnico neutral	Nom Adjectif Adjectif
esquema cultural	6	22.68	esquema cultural	Nom Adjectif
value	6	22.68	value	Nom
rendimiento privado	6	22.68	rendimiento privado___rendimiento privada	Nom Adjectif
cantidad físico	6	22.68	cantidad física	Nom Adjectif
existencia excedente	6	22.68	existencias excedentes	Nom Adjectif
curva de preferencia	6	22.68	curva de preferencia	Nom Préposition Nom
ricardiana	6	22.68	ricardiana	Adjectif
agente individual	6	22.68	agentes individuales	Nom Adjectif
medida en unidad	6	22.68	medida en unidades	Nom Préposition Nom
unidad estructural	6	22.68	unidad estructural___unidades estructurales	Nom Adjectif
áfrica	6	22.68	áfrica	Nom
nómina de salario	6	22.68	nómina de salario___nómina de salarios___nóminas de salarios	Nom Préposition Nom
equipo de capital	6	22.68	equipo de capital	Nom Préposition Nom
ritmo de integración económico	6	22.68	ritmo de integración económica	Nom Préposition Nom Adjectif
liffe	6	22.68	liffe	Nom
trabajador	254	22.55	trabajador___trabajadora___trabajadores	Nom
tendencia	116	22.51	tendencia___tendencias	Nom
argumentación	32	22.45	argumentación	Nom
interés	419	22.1	interés___intereses	Nom
variable	36	22.03	variable___variables	Adjectif
tipo	377	21.96	tipo___tipos	Nom
burguesía	10	21.82	burguesía	Nom
historia económico	10	21.82	historia económica	Nom Adjectif
rival	8	21.76	rival	Adjectif
aumento del capital	8	21.76	aumento del capital	Nom Préposition Nom
producción total	14	21.75	producción total	Nom Adjectif
postular	16	21.68	postular___postula___postulamos	Verbe
mes del año	15	21.67	mes del año___meses del año	Nom Préposition Nom
historiador	20	21.67	historiador___historiadores	Nom
caja	54	21.67	caja___cajas	Nom
correspondiente	152	21.37	correspondiente___correspondientes	Adjectif
número de operación	9	21.3	número de operaciones	Nom Préposition Nom
reescribir	12	21.27	reescribir	Verbe
sector educativo	12	21.27	sector educativo	Nom Adjectif
método estadístico	10	21.25	método estadístico___métodos estadísticos	Nom Adjectif
bajar	47	21.22	bajar___bajará___bajó	Verbe
excedente	48	21.21	excedente___excedentes	Nom
bien público	18	21.19	bien público___bienes públicos	Nom Adjectif
tasa efectivo	6	20.96	tasa efectiva	Nom Adjectif
interés proteccionista	6	20.96	intereses proteccionistas	Nom Adjectif
párrafo anterior	6	20.96	párrafo anterior	Nom Adjectif
rentistas	6	20.96	rentistas	Nom
período del año anterior	6	20.96	período del año anterior	Nom Préposition Nom Adjectif
imperfectamente	6	20.96	imperfectamente	Adverbe
capital total	6	20.96	capital total	Nom Adjectif
economista clásico	6	20.96	economista clásico___economistas clásicos	Nom Adjectif
análisis causal	6	20.96	análisis causal	Nom Adjectif
etnología	6	20.96	etnología	Nom
ascendentes	6	20.96	ascendentes	Adjectif
iguale	6	20.96	iguale	Verbe
burgués	6	20.96	burgueses	Nom
ed	6	20.96	ed	Adjectif
atesoramiento	6	20.96	atesoramiento	Nom
obsolescencia	8	20.88	obsolescencia	Nom
cifra estadístico	8	20.88	cifras estadísticas	Nom Adjectif
producción final	8	20.88	producción final	Nom Adjectif
nivel	405	20.75	nivel___niveles	Nom
variación anual	7	20.67	variación anual	Nom Adjectif
ligar	14	20.63	ligar___liga	Verbe
estático	18	20.53	estático___estática	Adjectif
librecambio	22	20.52	librecambio	Nom
bajo	138	20.43	bajo___bajos___bajas	Adjectif
mercado competitivo	14	20.37	mercado competitivo___mercados competitivos	Nom Adjectif
ciencia	72	20.37	ciencia___ciencias	Nom
respectivamente	36	20.36	respectivamente	Adverbe
medio	104	20.34	medio___media___medias	Adjectif
importe neto	5	20.33	importe neto	Nom Adjectif
contrato por cuenta propio	5	20.33	contrato por cuenta propia	Nom Préposition Nom Adjectif
tabla fuentes	5	20.33	tabla fuentes	Nom Adjectif
índice de producción industrial	5	20.33	índice de producción industrial	Nom Préposition Nom Adjectif
liquidará	5	20.33	liquidará	Verbe
tabla nota	5	20.33	tabla nota	Nom Adjectif
valor día	5	20.33	valor día	Nom Nom
reserva central	5	20.33	reservas centrales	Nom Nom
cobro correspondiente	5	20.33	cobros correspondiente___cobros correspondientes	Nom Adjectif
fluctuación correspondiente	5	20.33	fluctuación correspondiente___fluctuaciones correspondientes	Nom Adjectif
desaceleró	5	20.33	desaceleró	Verbe
depósito interbancarios	5	20.33	depósitos interbancarios	Nom Adjectif
nuestro país	5	20.33	nuestro país	Nom Nom
liquidación por diferencia	5	20.33	liquidación por diferencias	Nom Préposition Nom
nivel existente	10	20.22	nivel existente	Nom Adjectif
contracción	10	20.22	contracción	Nom
marxista	12	20.2	marxista	Adjectif
periodo	89	20.17	periodo___periodos	Nom
cierre	75	20.16	cierre	Nom
analíticas	8	20.1	analíticas	Adjectif
generalizaciones	8	20.1	generalizaciones	Nom
hombre	176	19.83	hombre___hombres	Nom
activo	141	19.79	activo___activa	Adjectif
cálculo	64	19.79	cálculo___cálculos	Nom
variar	45	19.77	variar___variará___varían___variaban	Verbe
existencia	122	19.7	existencia___existencias	Nom
intervalo	22	19.7	intervalo___intervalos	Nom
ritmo	72	19.69	ritmo	Nom
restricción	86	19.69	restricción___restricciones	Nom
total	169	19.61	total___totales	Adjectif
concursante	6	19.57	concursante___concursantes	Nom
vestuario	6	19.57	vestuario	Nom
racionalizaciones	6	19.57	racionalizaciones	Nom
escuela de pensamiento	6	19.57	escuela de pensamiento	Nom Préposition Nom
propensión marginal	6	19.57	propensión marginal	Nom Adjectif
revaluaciones	6	19.57	revaluaciones	Nom
costo de almacenamiento	6	19.57	costos de almacenamiento	Nom Préposition Nom
hora de cierre	6	19.57	hora de cierre	Nom Préposition Nom
inputs	6	19.57	inputs	Nom
número de unidad	6	19.57	número de unidades	Nom Préposition Nom
país de ingreso mediano	6	19.57	países de ingreso mediano	Nom Préposition Nom Adjectif
sector de bien	6	19.57	sector de bienes	Nom Préposition Nom
ahorro individual	6	19.57	ahorro individual	Nom Adjectif
número de individuo	6	19.57	número de individuos	Nom Préposition Nom
término de unidad	6	19.57	términos de unidades	Nom Préposition Nom
demanda de dinero	6	19.57	demanda de dinero	Nom Préposition Nom
marxistas	6	19.57	marxistas	Adjectif
volumen real	6	19.57	volumen real	Nom Adjectif
volumen de capital	6	19.57	volumen de capital	Nom Préposition Nom
firma individual	6	19.57	firma individual	Nom Adjectif
siguiente	215	19.54	siguiente___siguientes	Adjectif
determinar	119	19.49	determinar___determinará___determinó	Verbe
cuantitativa	24	19.43	cuantitativa	Adjectif
nótese	8	19.39	nótese	Verbe
producto básico	16	19.32	productos básicos	Nom Adjectif
volumen de producción	12	19.26	volumen de producción	Nom Préposition Nom
extranjero	85	19.24	extranjero___extranjera___extranjeras	Adjectif
individual	104	19.15	individual___individuales	Adjectif
acumulación	32	19.1	acumulación	Nom
invariable	13	19.06	invariable___invariables	Adjectif
riqueza	68	19.05	riqueza	Nom
instantáneo	14	19	instantánea___instantáneas	Adjectif
diferencial	10	18.91	diferencial___diferenciales	Nom
aritmético	15	18.87	aritmética	Adjectif
bruto	48	18.83	bruto___bruta___brutas	Adjectif
diferencia	179	18.82	diferencia___diferencias	Nom
alcista	7	18.82	alcista	Adjectif
escribir	58	18.78	escribir___escribió___escriben___escribieron	Verbe
productor	46	18.77	productor___productora___productores	Adjectif
superior	99	18.73	superior___superiores	Adjectif
comportamiento	78	18.53	comportamiento___comportamientos	Nom
sujeto	32	18.53	sujeto	Nom
repuntar	5	18.51	repuntar___repuntaron	Verbe
decenal	5	18.51	decenal	Nom
secretaría de estado	5	18.51	secretaría de estado	Nom Préposition Nom
fecha de vencimiento	9	18.49	fecha de vencimiento	Nom Préposition Nom
cíclico	12	18.44	cíclico___cíclica	Adjectif
economía español	6	18.42	economía española	Nom Nom
cifra provisional	6	18.42	cifras provisionales	Nom Adjectif
principles	6	18.42	principles	Nom
migración internacional	6	18.42	migración internacional___migraciones internacionales	Nom Adjectif
tipo medio	6	18.42	tipo medio	Nom Adjectif
análisis cuantitativo	6	18.42	análisis cuantitativo	Nom Adjectif
maximizar	16	18.38	maximizar	Verbe
analítico	20	18.23	analítico___analítica	Adjectif
ideología	44	18.22	ideología___ideologías	Nom
fijo	50	18.21	fijo___fijos___fijas	Adjectif
producción de bien	10	18.15	producción de bienes	Nom Préposition Nom
sistema económico	26	18.15	sistema económico	Nom Adjectif
capital privado	20	18.14	capital privado	Nom Adjectif
santo	20	18.04	santo___santos	Adjectif
mundo real	16	17.95	mundo real	Nom Adjectif
homogéneo	32	17.92	homogéneo___homogéneos	Adjectif
predecir	20	17.86	predecir___predice	Verbe
relacionar	32	17.81	relacionar___relacionan___relacione	Verbe
pensamiento	50	17.76	pensamiento___pensamientos	Nom
hombre de negocio	14	17.68	hombre de negocios___hombres de negocios	Nom Préposition Nom
momento del horizonte temporal	4	17.67	momento del horizonte temporal	Nom Préposition Nom Adjectif
tasa interanual	4	17.67	tasa interanual	Nom Adjectif
variación pequeño	4	17.67	variación mínima	Nom Adjectif
rendimiento neto	4	17.67	rendimiento neto	Nom Adjectif
moneda español	4	17.67	moneda española	Nom Nom
