Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
genes supresor	60	27.71	genes supresores	Nom Nom
deleciones	60	27.71	deleciones	Nom
fragmento de dna	60	27.71	fragmento de dna___fragmentos de dna	Nom Préposition Nom
distrofia	60	27.71	distrofia	Nom
stock	92	27.59	stock	Nom
código genético	70	27.55	código genético___códigos genéticos	Nom Adjectif
dna genómico	59	27.48	dna genómico	Nom Adjectif
quienes	59	27.48	quienes	Nom
poro	59	27.48	poro	Nom
dianas	59	27.48	dianas	Nom
óvulos	59	27.48	óvulos	Nom
sonda	66	27.45	sonda	Nom
lámina	61	27.43	lámina___láminas	Nom
plataforma	220	27.41	plataforma___plataformas	Nom
comportamiento	390	27.33	comportamiento___comportamientos	Nom
señalización	83	27.27	señalización	Nom
calcio	67	27.26	calcio	Nom
talasemia	58	27.24	talasemia	Nom
kb	58	27.24	kb	Nom
dna recombinante	58	27.24	dna recombinante	Nom Adjectif
unix	58	27.24	unix	Nom
cartografiado	58	27.24	cartografiado	Nom
mapa físico	58	27.24	mapa físico___mapas físicos	Nom Adjectif
grupo fosfato	58	27.24	grupo fosfato___grupos fosfato___grupos fosfatos	Nom Nom
hosts	58	27.24	hosts	Nom
forma	2782	27.23	forma___formas	Nom
parte superior	65	27.21	parte superior	Nom Adjectif
gel	61	27.19	gel	Nom
inactivación	63	27.19	inactivación	Nom
resolución de problema	66	27.02	resolución de problemas	Nom Préposition Nom
contraseña	57	27	contraseña	Nom
trastorno genético	58	26.97	trastorno genético___trastornos genéticos	Nom Adjectif
fenilcetonuria	58	26.97	fenilcetonuria	Nom
mecanismo	748	26.96	mecanismo___mecanismos	Nom
ancho	87	26.91	ancho	Nom
patología	91	26.88	patología___patologías	Nom
colección	84	26.79	colección___colecciones	Nom
ácido nucleicos	56	26.76	ácidos nucleicos	Nom Adjectif
tijera	64	26.76	tijera___tijeras	Nom
botón terminal	56	26.76	botón terminal___botones terminales	Nom Adjectif
microprocesador	64	26.76	microprocesador___microprocesadores	Nom
precio de ejercicio	56	26.76	precio de ejercicio___precios de ejercicio	Nom Préposition Nom
prom de arranque	56	26.76	prom de arranque	Nom Préposition Nom
flecha	59	26.71	flecha___flechas	Nom
célula humano	74	26.65	célula humana___células humanas	Nom Adjectif
temperatura	144	26.63	temperatura___temperaturas	Nom
célula huésped	55	26.51	célula huésped___células huésped	Nom Nom
informs	55	26.51	informs	Nom
interconectividad	56	26.49	interconectividad	Nom
anotación	76	26.46	anotación___anotaciones	Nom
ingeniería genético	139	26.4	ingeniería genética	Nom Adjectif
pared	116	26.37	pared___paredes	Nom
grabación	76	26.31	grabación___grabaciones	Nom
ecosistema	182	26.27	ecosistema___ecosistemas	Nom
árbol del directorio	54	26.26	árbol del directorio___árboles del directorio	Nom Préposition Nom
fibra lento	54	26.26	fibra lenta___fibras lentas	Nom Adjectif
nodo final	54	26.26	nodo final___nodos finales	Nom Adjectif
procariotas	54	26.26	procariotas	Nom
server	54	26.26	server	Nom
storyboard	54	26.26	storyboard	Nom
sistema nervioso central	54	26.26	sistema nervioso central	Nom Adjectif Adjectif
impresor	61	26.25	impresor___impresoras	Nom
madre	269	26.24	madre___madres	Nom
inmunización	59	26.22	inmunización	Nom
intervalo	109	26.11	intervalo___intervalos	Nom
síndrome de williams	53	26.02	síndrome de williams___síndromes de williams	Nom Préposition Nom
protooncogenes	53	26.02	protooncogenes	Nom
base	1534	26.02	base___bases	Nom
sal	78	26.02	sal___sales	Nom
bacterianos	53	26.02	bacterianos	Nom
imitación	90	25.97	imitación___imitaciones	Nom
apareamiento	56	25.97	apareamiento	Nom
lista	771	25.97	lista___listas	Nom
colonia	143	25.92	colonia___colonias	Nom
cinta	80	25.91	cinta___cintas	Nom
ej	66	25.83	ej	Nom
vih	52	25.76	vih	Nom
receptor de nmda	52	25.76	receptor de nmda___receptores de nmda	Nom Préposition Nom
reducción de distancia	52	25.76	reducción de distancias___reducciones de distancias	Nom Préposition Nom
mb	52	25.76	mb	Nom
enlace virtual	52	25.76	enlace virtual___enlaces virtual___enlaces virtuales	Nom Adjectif
vasopresina	52	25.76	vasopresina	Nom
codones	52	25.76	codones	Nom
filtro de información	52	25.76	filtro de información___filtros de información	Nom Préposition Nom
lípidos	52	25.76	lípidos	Nom
productividad marginal	52	25.76	productividad marginal	Nom Adjectif
paquete ipx	52	25.76	paquete ipx___paquetes ipx	Nom Nom
genes estructural	52	25.76	genes estructurales	Nom Adjectif
información de encaminamiento	52	25.76	información de encaminamiento	Nom Préposition Nom
progenitor	96	25.74	progenitor___progenitores	Nom
lóbulo	53	25.74	lóbulo___lóbulos	Nom
supervivencia	219	25.7	supervivencia	Nom
episodio	123	25.68	episodio___episodios	Nom
cuadro	181	25.63	cuadro___cuadros	Nom
identificación	265	25.6	identificación	Nom
agente	436	25.6	agente___agentes	Nom
motor	319	25.57	motor___motores	Nom
optimización	93	25.52	optimización	Nom
arnm	51	25.51	arnm	Nom
nitrogenadas	51	25.51	nitrogenadas	Nom
varianza	51	25.51	varianza	Nom
cartílago	51	25.51	cartílago	Nom
trituración	53	25.47	trituración	Nom
material	344	25.46	material	Nom
fermentación	62	25.43	fermentación	Nom
polimorfismos	50	25.25	polimorfismos	Nom
translocación	50	25.25	translocación	Nom
tríplices	50	25.25	tríplices	Nom
servicio del directorio	50	25.25	servicios del directorio	Nom Préposition Nom
tsasms	50	25.25	tsasms	Nom
cloroplastos	50	25.25	cloroplastos	Nom
linfocito	50	25.25	linfocito	Nom
virulentas	50	25.25	virulentas	Nom
hemoglobina	54	25.21	hemoglobina	Nom
factor genético	53	25.2	factor genético___factores genéticos	Nom Adjectif
costo	291	25.19	costo___costos	Nom
método	888	25.09	método___métodos	Nom
flujo	290	25.04	flujo___flujos	Nom
destino	348	25.04	destino___destinos	Nom
síntesis de proteína	49	24.99	síntesis de proteína___síntesis de proteínas	Nom Préposition Nom
matriz extracelular	49	24.99	matriz extracelular	Nom Adjectif
apple	49	24.99	apple	Nom
levaduras	49	24.99	levaduras	Nom
mis	49	24.99	mis	Nom
nombre de archivo	49	24.99	nombre de archivo___nombres de archivo___nombres de archivos	Nom Préposition Nom
función de utilidad	50	24.97	función de utilidad___funciones de utilidad	Nom Préposition Nom
afasia	50	24.97	afasia	Nom
conducta sexual	52	24.95	conducta sexual___conductas sexuales	Nom Adjectif
planificador	52	24.95	planificador	Nom
sangre	308	24.89	sangre	Nom
buzón	80	24.86	buzón___buzones	Nom
aparición	204	24.82	aparición___apariciones	Nom
producto ecológico	66	24.75	producto ecológico___productos ecológicos	Nom Adjectif
rayo	102	24.75	rayo___rayos	Nom
exe	48	24.73	exe	Nom
frecuencia de recombinación	48	24.73	frecuencia de recombinación___frecuencias de recombinación	Nom Préposition Nom
ethernet isócrono	48	24.73	ethernet isócrono___ethernet isócrona___ethernet isócronas	Nom Adjectif
vancomicina	48	24.73	vancomicina	Nom
interior celular	48	24.73	interior celular	Nom Adjectif
memoria prom	48	24.73	memoria prom___memorias prom	Nom Nom
bbs	48	24.73	bbs	Nom
aurp	48	24.73	aurp	Nom
codón	48	24.73	codón	Nom
administrativa del estado	48	24.73	administrativa del estado	Nom Préposition Nom
par de cromosoma	48	24.73	par de cromosomas___pares de cromosomas	Nom Préposition Nom
ndis	48	24.73	ndis	Nom
diagrama	54	24.72	diagrama___diagramas	Nom
hepatitis	72	24.63	hepatitis	Nom
fax	104	24.58	fax___faxes	Nom
portadora	60	24.53	portadora___portadoras	Nom
inmunodeficiencia	55	24.51	inmunodeficiencia	Nom
inhibidores	47	24.47	inhibidores	Nom
enzimas de restricción	47	24.47	enzimas de restricción	Nom Préposition Nom
polipéptidos	47	24.47	polipéptidos	Nom
subunidades	47	24.47	subunidades	Nom
filamento	48	24.44	filamento	Nom
vertebrados	49	24.43	vertebrados	Nom
inhibidor	49	24.43	inhibidor	Nom
digestión	51	24.42	digestión	Nom
estradiol	58	24.42	estradiol	Nom
ensayo clínico	111	24.34	ensayo clínico___ensayos clínicos	Nom Adjectif
médula espinal	64	24.26	médula espinal	Nom Adjectif
nlsp	46	24.2	nlsp	Nom
base nitrogenadas	46	24.2	bases nitrogenadas	Nom Nom
capacidad cognitivas	46	24.2	capacidades cognitivas	Nom Adjectif
producción de anticuerpo	46	24.2	producción de anticuerpo___producción de anticuerpos	Nom Préposition Nom
cd-foto	46	24.2	cd-foto	Nom
nlm	46	24.2	nlm	Nom
ak	46	24.2	ak	Nom
inversión extranjero directo	46	24.2	inversión extranjera directa___inversiones extranjeras directas	Nom Adjectif Adjectif
iix	46	24.2	iix	Nom
timina	46	24.2	timina	Nom
biología molecular	52	24.19	biología molecular	Nom Adjectif
procesador	67	24.18	procesador___procesadores	Nom
adaptador	47	24.17	adaptador___adaptadores	Nom
secuencia parcial	50	24.16	secuencia parcial___secuencias parciales	Nom Adjectif
metabolitos	50	24.16	metabolitos	Nom
formador	50	24.16	formador	Nom
ozono	193	24.16	ozono	Nom
refrigeración	73	24.03	refrigeración	Nom
cambio	1442	24.03	cambio___cambios	Nom
delación	58	24.02	delación	Nom
acidificantes	52	23.95	acidificantes	Nom
depreciación	66	23.94	depreciación	Nom
subyacente	45	23.93	subyacente	Nom
pulgada	45	23.93	pulgada___pulgadas	Nom
betaglobina	45	23.93	betaglobina	Nom
gemelo|gemelos idéntico	45	23.93	gemelos idénticos	Nom Adjectif
white	45	23.93	white	Nom
retinoblastoma	45	23.93	retinoblastoma	Nom
compilador	45	23.93	compilador	Nom
fisiología	51	23.92	fisiología	Nom
iia	46	23.9	iia	Nom
intestino	50	23.9	intestino___intestinos	Nom
partícula	118	23.9	partícula___partículas	Nom
cursor	46	23.9	cursor	Nom
parte inferior	47	23.89	parte inferior	Nom Adjectif
agregado	82	23.8	agregado___agregados	Nom
hiperenlaces	44	23.65	hiperenlaces	Nom
varón homosexual	44	23.65	varón homosexual___varones homosexuales	Nom Adjectif
bandeo	44	23.65	bandeo	Nom
rendimiento constante	44	23.65	rendimientos constantes	Nom Nom
seleccione configuración	44	23.65	seleccione configuración	Nom Nom
hipermedia	44	23.65	hipermedia	Nom
región variable	44	23.65	región variable___regiones variable___regiones variables	Nom Adjectif
trn	44	23.65	trn	Nom
tabla de ruta	44	23.65	tabla de rutas___tablas de rutas	Nom Préposition Nom
distrofia muscular	44	23.65	distrofia muscular	Nom Adjectif
archivo lansup	44	23.65	archivo lansup___archivos lansup	Nom Adjectif
ruta estáticas	44	23.65	rutas estáticas	Nom Adjectif
célula del sistema	44	23.65	célula del sistema___células del sistema	Nom Préposition Nom
formflow	44	23.65	formflow	Nom
cromatina	44	23.65	cromatina	Nom
mutación puntual	44	23.65	mutación puntual___mutaciones puntuales	Nom Adjectif
capilares	45	23.63	capilares	Nom
algoritmo	53	23.54	algoritmo___algoritmos	Nom
nox	59	23.52	nox	Nom
fluctuación	133	23.52	fluctuación___fluctuaciones	Nom
enfermedad humano	52	23.49	enfermedad humana___enfermedades humanas	Nom Adjectif
centrómero	43	23.38	centrómero	Nom
bacteriófagos	43	23.38	bacteriófagos	Nom
análisis de ligamiento	43	23.38	análisis de ligamiento	Nom Préposition Nom
fagos	43	23.38	fagos	Nom
embrionario	43	23.38	embrionario	Nom
producto génicos	43	23.38	productos génicos	Nom Nom
torrente sanguíneo	43	23.38	torrente sanguíneo	Nom Adjectif
principales	43	23.38	principales	Nom
documento html	43	23.38	documento html___documentos html	Nom Adjectif
buzón de correo	48	23.36	buzón de correo___buzón de correos	Nom Préposition Nom
número de red	48	23.36	número de red___números de red___número de redes___números de redes	Nom Préposition Nom
oxidación	45	23.34	oxidación	Nom
ovarios	47	23.34	ovarios	Nom
resistencia	281	23.34	resistencia___resistencias	Nom
instalación de tratamiento	53	23.32	instalación de tratamiento___instalaciones de tratamiento	Nom Préposition Nom
restricción	358	23.29	restricción___restricciones	Nom
estimulación	67	23.14	estimulación___estimulaciones	Nom
programa de comunicación	48	23.11	programa de comunicación___programas de comunicación___programa de comunicaciones___programas de comunicaciones	Nom Préposition Nom
cliente-servidor	42	23.1	cliente-servidor	Nom
modelo neoclásico	42	23.1	modelo neoclásico___modelos neoclásicos	Nom Adjectif
hospedador	42	23.1	hospedador	Nom
i+d	42	23.1	i+d	Nom
hipótesis de referencia	42	23.1	hipótesis de referencia	Nom Préposition Nom
célula bacterianas	42	23.1	células bacterianas	Nom Nom
cuadrículas	42	23.1	cuadrículas	Nom
configuración de interconectividad	42	23.1	configuración de interconectividad	Nom Préposition Nom
inmunológica	42	23.1	inmunológica	Nom
stack de protocolo	42	23.1	stack de protocolo___stack de protocolos	Nom Préposition Nom
tipo de mutación	42	23.1	tipo de mutación___tipos de mutación___tipo de mutaciones___tipos de mutaciones	Nom Préposition Nom
services	42	23.1	services	Nom
equipo	414	23.08	equipo___equipos	Nom
plaqueta	43	23.07	plaquetas	Nom
vinagre	45	23.06	vinagre	Nom
tecnología	747	23.03	tecnología___tecnologías	Nom
variedad	209	23.02	variedad___variedades	Nom
hemisferio	76	23	hemisferio___hemisferios	Nom
inserción	123	22.94	inserción	Nom
constante	122	22.93	constantes	Nom
pág	48	22.86	pág	Nom
polipéptido	41	22.81	polipéptido	Nom
electroforesis	41	22.81	electroforesis	Nom
consumo	585	22.81	consumo___consumos	Nom
intel	41	22.81	intel	Nom
frecuencia alélicas	41	22.81	frecuencias alélicas	Nom Nom
guanina	41	22.81	guanina	Nom
reloj biológico	41	22.81	reloj biológico___relojes biológicos	Nom Adjectif
molécula de anticuerpo	41	22.81	molécula de anticuerpo___moléculas de anticuerpo___moléculas de anticuerpos	Nom Préposition Nom
encéfalo	46	22.8	encéfalo	Nom
demanda global	46	22.8	demanda global	Nom Adjectif
inflamación	42	22.79	inflamación	Nom
ganglio	45	22.78	ganglio___ganglios	Nom
país de ingreso	44	22.77	países de ingreso___países de ingresos	Nom Préposition Nom
vírico	43	22.77	vírico	Nom
recuento	81	22.75	recuento___recuentos	Nom
tipo de cáncer	58	22.73	tipo de cáncer___tipos de cáncer___tipos de cánceres	Nom Préposition Nom
uso	997	22.73	uso___usos	Nom
cruz	78	22.69	cruz___cruces	Nom
extensión	255	22.63	extensión___extensiones	Nom
cápsula	48	22.62	cápsula___cápsulas	Nom
fuente	552	22.58	fuente___fuentes	Nom
corte	210	22.56	corte___cortes	Nom
rango	131	22.56	rango___rangos	Nom
desmontaje	56	22.55	desmontaje	Nom
virulencia	56	22.55	virulencia	Nom
ecoetiqueta	46	22.54	ecoetiqueta	Nom
sms	40	22.53	sms	Nom
gránulos	40	22.53	gránulos	Nom
célula endoteliales	40	22.53	células endoteliales	Nom Adjectif
fichero de texto	40	22.53	fichero de texto___ficheros de texto___ficheros de textos	Nom Préposition Nom
diploide	40	22.53	diploide	Nom
péptido	40	22.53	péptido	Nom
célula presentadoras	40	22.53	células presentadoras	Nom Adjectif
hipotálamo	40	22.53	hipotálamo	Nom
stock de capital	40	22.53	stock de capital	Nom Préposition Nom
acceso del parámetro	40	22.53	acceso del parámetro	Nom Préposition Nom
mitocondriales	40	22.53	mitocondriales	Nom
configuración del soporte	40	22.53	configuración del soporte	Nom Préposition Nom
desutilidad	40	22.53	desutilidad	Nom
secuencia completo	40	22.53	secuencia completa___secuencia completas___secuencias completas	Nom Adjectif
hemaglutinina	40	22.53	hemaglutinina	Nom
menú configuración	40	22.53	menú configuración	Nom Nom
cadena liviano	40	22.53	cadena liviana___cadenas livianas	Nom Adjectif
reenvío de paquete	40	22.53	reenvío de paquetes	Nom Préposition Nom
cruzamiento	40	22.53	cruzamiento	Nom
gateway	40	22.53	gateway	Nom
trastorno obsesivo	40	22.53	trastorno obsesivo	Nom Adjectif
ingreso	547	22.52	ingreso___ingresos	Nom
surco	44	22.5	surco___surcos	Nom
escriba	44	22.5	escriba	Nom
glutamato	42	22.49	glutamato	Nom
patológico	42	22.49	patológico	Nom
gráfico	50	22.28	gráfico___gráficos	Nom
bono	65	22.23	bono___bonos	Nom
base genético	39	22.23	base genética___bases genéticas	Nom Adjectif
secuencia de base	39	22.23	secuencia de bases___secuencias de bases	Nom Préposition Nom
replicación del dna	39	22.23	replicación del dna	Nom Préposition Nom
esperma	58	22.22	esperma	Nom
emulación	52	22.22	emulación	Nom
presión sanguínea	40	22.21	presión sanguínea	Nom Adjectif
research	40	22.21	research	Nom
computación	41	22.2	computación	Nom
navegador	42	22.2	navegador	Nom
cantidad de dinero	122	22.14	cantidad de dinero___cantidades de dinero	Nom Préposition Nom
piel	133	22.11	piel	Nom
predicción	74	22.1	predicción___predicciones	Nom
servicio comercial	50	22.07	servicio comercial___servicios comerciales	Nom Adjectif
tipo de célula	46	22.05	tipo de célula___tipos de célula___tipos de células	Nom Préposition Nom
azufre	165	22.04	azufre	Nom
promedio	115	22.04	promedio	Nom
capital humano	76	22.03	capital humano	Nom Adjectif
pariente	95	21.97	pariente___parientes	Nom
mancha	72	21.96	mancha___manchas	Nom
adenina	38	21.94	adenina	Nom
respuesta inmunitarias	38	21.94	respuestas inmunitarias	Nom Nom
glioxilato	38	21.94	glioxilato	Nom
alfa-hemolisina	38	21.94	alfa-hemolisina	Nom
célula falciformes	38	21.94	células falciformes	Nom Adjectif
sitio de unión	38	21.94	sitio de unión___sitios de unión	Nom Préposition Nom
variación genético	38	21.94	variación genética___variaciones genéticas	Nom Adjectif
trastorno obsesivo compulsivo	38	21.94	trastorno obsesivo compulsivo	Nom Adjectif Adjectif
tratamiento de texto	38	21.94	tratamientos de texto___tratamientos de textos	Nom Préposition Nom
límite grande nacional	38	21.94	límites máximos nacionales	Nom Adjectif Adjectif
integrina	38	21.94	integrina	Nom
siálico	38	21.94	siálico	Nom
conjunto de protocolo	38	21.94	conjunto de protocolos___conjuntos de protocolos	Nom Préposition Nom
muerte celular	38	21.94	muerte celular___muerte celulares	Nom Adjectif
dibujo	90	21.94	dibujo___dibujos	Nom
usuario de netware	38	21.94	usuario de netware___usuarios de netware	Nom Préposition Nom
tabla tema	38	21.94	tabla tema	Nom Nom
cliente de netware	38	21.94	cliente de netware___clientes de netware	Nom Préposition Nom
clrtap	38	21.94	clrtap	Nom
fibra rápido	38	21.94	fibra rápida___fibras rápidas	Nom Adjectif
entorno de conmutación	38	21.94	entorno de conmutación___entornos de conmutación	Nom Préposition Nom
hiperenlace	38	21.94	hiperenlace	Nom
célula tumoral	38	21.94	célula tumoral	Nom Nom
interfaz de red	38	21.94	interfaz de red___interfaces de red	Nom Préposition Nom
inóculo	38	21.94	inóculo	Nom
glóbulo	40	21.9	glóbulo___glóbulos	Nom
morfología	41	21.9	morfología	Nom
administrador	97	21.87	administrador___administradores	Nom
ojo	273	21.76	ojo___ojos	Nom
inhibición	53	21.74	inhibición___inhibiciones	Nom
reutilización	116	21.68	reutilización	Nom
computadora remoto	37	21.64	computadora remota___computadoras remota___computadoras remotas	Nom Adjectif
cromosoma homólogo	37	21.64	cromosoma homólogo___cromosomas homólogos	Nom Adjectif
telnet	37	21.64	telnet	Nom
compartimentos	37	21.64	compartimentos	Nom
